resultId,raceId,driverId,position,fastestLapTime
26505,1132,1,1,01:29.4
26506,1132,830,2,01:29.0
26507,1132,846,3,01:29.3
26508,1132,857,4,01:28.7
26509,1132,832,5,01:28.3
26510,1132,807,6,01:29.8
26511,1132,840,7,01:29.9
26512,1132,4,8,01:29.7
26513,1132,848,9,01:29.7
26514,1132,852,10,01:30.2
26515,1132,858,11,01:30.0
26516,1132,825,12,01:30.1
26517,1132,817,13,01:30.7
26518,1132,844,14,01:29.7
26519,1132,822,15,01:31.3
26520,1132,839,16,01:30.9
26521,1132,815,17,01:29.7
26522,1132,855,18,01:31.0
26523,1132,847,null,01:31.3
26524,1132,842,null,null
26485,1131,847,1,01:09.2
26486,1131,857,2,01:08.7
26487,1131,832,3,01:09.3
26488,1131,1,4,01:09.6
26489,1131,830,5,01:07.7
26490,1131,807,6,01:10.2
26491,1131,815,7,01:09.7
26492,1131,825,8,01:10.1
26493,1131,817,9,01:10.4
26494,1131,842,10,01:09.6
26495,1131,844,11,01:09.6
26496,1131,839,12,01:09.6
26497,1131,840,13,01:10.1
26498,1131,852,14,01:10.3
26499,1131,848,15,01:10.4
26500,1131,822,16,01:10.4
26501,1131,855,17,01:10.5
26502,1131,4,18,01:07.7
26503,1131,858,19,01:10.4
26504,1131,846,20,01:08.0
26465,1130,830,1,01:17.8
26466,1130,846,2,01:17.1
26467,1130,1,3,01:17.8
26468,1130,847,4,01:18.3
26469,1130,844,5,01:17.9
26470,1130,832,6,01:18.5
26471,1130,857,7,01:17.9
26472,1130,815,8,01:17.8
26473,1130,842,9,01:19.0
26474,1130,839,10,01:19.0
26475,1130,807,11,01:18.6
26476,1130,4,12,01:18.3
26477,1130,855,13,01:18.8
26478,1130,840,14,01:19.3
26479,1130,817,15,01:19.5
26480,1130,822,16,01:19.6
26481,1130,825,17,01:19.8
26482,1130,848,18,01:19.1
26483,1130,852,19,01:19.4
26484,1130,858,20,01:20.2
26445,1129,830,1,01:15.6
26446,1129,846,2,01:15.6
26447,1129,847,3,01:14.9
26448,1129,1,4,01:14.9
26449,1129,857,5,01:16.2
26450,1129,4,6,01:16.3
26451,1129,840,7,01:16.8
26452,1129,817,8,01:17.1
26453,1129,842,9,01:17.0
26454,1129,839,10,01:17.0
26455,1129,807,11,01:16.7
26456,1129,825,12,01:16.5
26457,1129,822,13,01:17.3
26458,1129,852,14,01:17.3
26459,1129,855,15,01:17.3
26460,1129,832,null,01:19.0
26461,1129,848,null,01:19.4
26462,1129,815,null,01:18.8
26463,1129,844,null,01:26.0
26464,1129,858,null,01:26.5
26425,1128,844,1,null
26426,1128,857,2,null
26427,1128,832,3,null
26428,1128,846,4,null
26429,1128,847,5,null
26430,1128,830,6,null
26431,1128,1,7,null
26432,1128,852,8,null
26433,1128,848,9,null
26434,1128,842,10,null
26435,1128,4,11,null
26436,1128,817,12,null
26437,1128,822,13,null
26438,1128,840,14,null
26439,1128,858,15,null
26440,1128,855,16,null
26441,1128,839,null,null
26442,1128,815,null,null
26443,1128,807,null,null
26444,1128,825,null,null
26405,1127,830,1,01:20.4
26406,1127,846,2,01:20.0
26407,1127,844,3,01:19.9
26408,1127,857,4,01:19.9
26409,1127,832,5,01:20.2
26410,1127,1,6,01:20.3
26411,1127,847,7,01:18.6
26412,1127,815,8,01:19.7
26413,1127,840,9,01:20.6
26414,1127,852,10,01:20.9
26415,1127,807,11,01:21.7
26416,1127,825,12,01:21.0
26417,1127,817,13,01:21.6
26418,1127,839,14,01:21.3
26419,1127,855,15,01:21.0
26420,1127,842,16,01:21.4
26421,1127,858,17,01:21.2
26422,1127,822,18,01:21.5
26423,1127,4,19,01:19.0
26424,1127,848,null,01:21.3
26385,1126,846,1,01:31.0
26386,1126,830,2,01:31.3
26387,1126,844,3,01:31.1
26388,1126,815,4,01:30.9
26389,1126,832,5,01:30.9
26390,1126,1,6,01:31.2
26391,1126,852,7,01:31.7
26392,1126,847,8,01:31.9
26393,1126,4,9,01:31.7
26394,1126,839,10,01:32.0
26395,1126,807,11,01:31.9
26396,1126,842,12,01:32.1
26397,1126,857,13,01:30.6
26398,1126,855,14,01:32.0
26399,1126,817,15,01:32.1
26400,1126,822,16,01:32.1
26401,1126,840,17,01:31.6
26402,1126,848,18,01:30.8
26403,1126,825,19,01:31.8
26404,1126,858,null,01:33.5
26365,1125,830,1,01:38.4
26366,1125,846,2,01:38.8
26367,1125,815,3,01:39.4
26368,1125,844,4,01:39.4
26369,1125,832,5,01:39.8
26370,1125,847,6,01:40.1
26371,1125,4,7,01:37.8
26372,1125,857,8,01:39.7
26373,1125,1,9,01:40.8
26374,1125,807,10,01:40.8
26375,1125,839,11,01:40.9
26376,1125,848,12,01:40.8
26377,1125,842,13,01:39.2
26378,1125,855,14,01:38.6
26379,1125,840,15,01:39.4
26380,1125,825,16,01:41.1
26381,1125,858,17,01:41.0
26382,1125,817,null,01:41.0
26383,1125,852,null,01:41.6
26384,1125,822,null,01:41.3
26345,1124,830,1,01:33.7
26346,1124,815,2,01:33.9
26347,1124,832,3,01:33.8
26348,1124,844,4,01:35.0
26349,1124,846,5,01:35.2
26350,1124,4,6,01:34.7
26351,1124,847,7,01:34.4
26352,1124,857,8,01:34.8
26353,1124,1,9,01:34.0
26354,1124,852,10,01:36.3
26355,1124,807,11,01:35.3
26356,1124,840,12,01:35.8
26357,1124,825,13,01:36.7
26358,1124,822,14,01:36.6
26359,1124,839,15,01:36.2
26360,1124,842,16,01:36.6
26361,1124,858,17,01:34.9
26362,1124,855,null,01:37.2
26363,1124,817,null,null
26364,1124,848,null,null
26326,1123,832,1,01:20.0
26327,1123,844,2,01:19.8
26328,1123,846,3,01:19.9
26329,1123,857,4,01:20.2
26330,1123,815,5,01:20.4
26331,1123,840,6,01:20.9
26332,1123,852,7,01:21.1
26333,1123,4,8,01:20.5
26334,1123,807,9,01:21.1
26335,1123,825,10,01:21.1
26336,1123,848,11,01:21.6
26337,1123,817,12,01:21.2
26338,1123,842,13,01:21.1
26339,1123,822,14,01:21.4
26340,1123,855,15,01:21.3
26341,1123,839,16,01:21.4
26342,1123,847,17,01:20.3
26343,1123,1,null,01:22.4
26344,1123,830,null,01:23.1
26306,1122,830,1,01:31.8
26307,1122,815,2,01:32.3
26308,1122,844,3,01:31.6
26309,1122,857,4,01:32.3
26310,1122,4,5,01:32.4
26311,1122,847,6,01:32.3
26312,1122,860,7,01:32.2
26313,1122,846,8,01:31.9
26314,1122,1,9,01:31.7
26315,1122,807,10,01:32.4
26316,1122,848,11,01:32.3
26317,1122,825,12,01:32.3
26318,1122,839,13,01:33.5
26319,1122,858,14,01:33.5
26320,1122,852,15,01:33.0
26321,1122,817,16,01:33.3
26322,1122,822,17,01:32.7
26323,1122,855,18,01:32.2
26324,1122,840,null,01:35.6
26325,1122,842,null,null
26286,1121,830,1,01:32.6
26287,1121,815,2,01:34.4
26288,1121,832,3,01:34.5
26289,1121,844,4,01:34.1
26290,1121,847,5,01:35.1
26291,1121,846,6,01:34.5
26292,1121,1,7,01:34.7
26293,1121,857,8,01:35.0
26294,1121,4,9,01:34.2
26295,1121,840,10,01:35.6
26296,1121,855,11,01:35.5
26297,1121,825,12,01:35.6
26298,1121,817,13,01:35.2
26299,1121,852,14,01:35.8
26300,1121,848,15,01:35.7
26301,1121,807,16,01:34.8
26302,1121,839,17,01:36.2
26303,1121,842,18,01:34.8
26304,1121,822,19,01:36.2
26305,1121,858,20,01:34.7
26266,1120,830,1,01:27.0
26267,1120,844,2,01:28.2
26268,1120,847,3,01:28.2
26269,1120,815,4,01:27.5
26270,1120,846,5,01:28.2
26271,1120,857,6,01:28.1
26272,1120,4,7,01:28.3
26273,1120,852,8,01:29.3
26274,1120,1,9,01:28.4
26275,1120,840,10,01:28.1
26276,1120,817,11,01:28.6
26277,1120,839,12,01:30.0
26278,1120,842,13,01:29.0
26279,1120,848,14,01:27.8
26280,1120,807,15,01:29.2
26281,1120,858,16,01:28.6
26282,1120,855,17,01:28.7
26283,1120,832,18,01:29.5
26284,1120,822,19,01:29.9
26285,1120,825,20,01:29.9
26246,1119,830,1,01:35.6
26247,1119,844,2,01:35.7
26248,1119,815,3,01:35.9
26249,1119,839,4,01:36.6
26250,1119,840,5,01:36.6
26251,1119,832,6,01:36.0
26252,1119,1,7,01:35.7
26253,1119,847,8,01:36.1
26254,1119,4,9,01:36.6
26255,1119,857,10,01:35.5
26256,1119,842,11,01:36.9
26257,1119,848,12,01:37.4
26258,1119,825,13,01:37.5
26259,1119,817,14,01:37.1
26260,1119,855,15,01:37.4
26261,1119,858,16,01:37.7
26262,1119,822,17,01:37.6
26263,1119,852,18,01:37.6
26264,1119,807,19,01:37.6
26265,1119,846,null,01:59.3
26226,1118,830,1,01:13.4
26227,1118,846,2,01:12.5
26228,1118,4,3,01:14.4
26229,1118,815,4,01:14.1
26230,1118,840,5,01:14.0
26231,1118,832,6,01:14.4
26232,1118,842,7,01:14.5
26233,1118,1,8,01:14.7
26234,1118,852,9,01:14.2
26235,1118,839,10,01:14.2
26236,1118,858,11,01:15.7
26237,1118,807,12,01:15.0
26238,1118,817,13,01:13.9
26239,1118,857,14,01:14.3
26240,1118,847,null,01:14.9
26241,1118,822,null,01:15.7
26242,1118,855,null,01:16.2
26243,1118,825,null,null
26244,1118,848,null,null
26245,1118,844,null,null
26206,1117,830,1,01:21.6
26207,1117,1,2,01:21.3
26208,1117,844,3,01:22.3
26209,1117,832,4,01:22.5
26210,1117,846,5,01:21.9
26211,1117,847,6,01:22.8
26212,1117,817,7,01:22.7
26213,1117,857,8,01:22.8
26214,1117,848,9,01:22.8
26215,1117,839,10,01:23.0
26216,1117,842,11,01:23.2
26217,1117,852,12,01:22.5
26218,1117,807,13,01:23.2
26219,1117,855,14,01:23.6
26220,1117,822,15,01:23.2
26221,1117,858,16,01:23.0
26222,1117,840,17,01:23.3
26223,1117,4,null,01:23.5
26224,1117,825,null,01:23.1
26225,1117,815,null,null
26186,1116,830,1,01:40.0
26187,1116,846,2,01:40.0
26188,1116,832,3,01:40.0
26189,1116,815,4,01:39.7
26190,1116,847,5,01:39.4
26191,1116,842,6,01:40.4
26192,1116,840,7,01:39.9
26193,1116,852,8,01:38.1
26194,1116,848,9,01:41.4
26195,1116,858,10,01:41.2
26196,1116,807,11,01:40.9
26197,1116,822,12,01:42.0
26198,1116,855,13,01:41.9
26199,1116,825,14,01:41.5
26200,1116,817,15,01:39.4
26201,1116,4,null,01:40.0
26202,1116,857,null,01:42.7
26203,1116,839,null,01:44.8
26204,1116,1,null,01:39.6
26205,1116,844,null,null
26166,1115,830,1,01:24.3
26167,1115,857,2,01:24.9
26168,1115,846,3,01:24.8
26169,1115,847,4,01:25.8
26170,1115,844,5,01:25.0
26171,1115,4,6,01:26.0
26172,1115,839,7,01:26.5
26173,1115,822,8,01:26.7
26174,1115,855,9,01:26.3
26175,1115,815,10,01:26.2
26176,1115,840,11,01:26.4
26177,1115,842,12,01:26.3
26178,1115,848,13,01:26.7
26179,1115,825,14,01:27.1
26180,1115,852,15,01:27.2
26181,1115,807,16,01:26.5
26182,1115,859,17,01:27.1
26183,1115,858,null,01:28.0
26184,1115,1,null,null
26185,1115,832,null,null
26146,1114,830,1,01:34.2
26147,1114,846,2,01:35.2
26148,1114,857,3,01:36.3
26149,1114,844,4,01:36.4
26150,1114,1,5,01:35.6
26151,1114,832,6,01:36.2
26152,1114,847,7,01:37.7
26153,1114,4,8,01:37.2
26154,1114,839,9,01:37.4
26155,1114,842,10,01:36.4
26156,1114,859,11,01:38.3
26157,1114,852,12,01:37.8
26158,1114,855,13,01:37.8
26159,1114,807,14,01:37.3
26160,1114,825,15,01:37.8
26161,1114,848,null,01:39.2
26162,1114,858,null,01:38.8
26163,1114,840,null,01:39.0
26164,1114,815,null,01:39.7
26165,1114,822,null,02:02.8
26126,1113,832,1,01:37.7
26127,1113,846,2,01:38.0
26128,1113,1,3,01:35.9
26129,1113,844,4,01:38.3
26130,1113,830,5,01:36.6
26131,1113,842,6,01:38.3
26132,1113,857,7,01:38.5
26133,1113,815,8,01:37.1
26134,1113,859,9,01:39.0
26135,1113,825,10,01:38.1
26136,1113,848,11,01:37.3
26137,1113,855,12,01:39.3
26138,1113,807,13,01:39.9
26139,1113,858,14,01:38.5
26140,1113,4,15,01:36.5
26141,1113,847,16,01:36.3
26142,1113,822,null,01:38.1
26143,1113,839,null,01:39.9
26144,1113,852,null,null
26145,1113,840,null,null
26106,1112,830,1,01:25.2
26107,1112,815,2,01:25.5
26108,1112,832,3,01:25.5
26109,1112,844,4,01:25.6
26110,1112,847,5,01:25.8
26111,1112,1,6,01:25.6
26112,1112,848,7,01:26.4
26113,1112,846,8,01:26.1
26114,1112,4,9,01:26.1
26115,1112,822,10,01:26.0
26116,1112,859,11,01:25.8
26117,1112,857,12,01:25.1
26118,1112,858,13,01:26.8
26119,1112,855,14,01:26.0
26120,1112,842,15,01:25.8
26121,1112,840,16,01:26.6
26122,1112,807,17,01:25.9
26123,1112,825,18,01:26.3
26124,1112,839,null,01:27.0
26125,1112,852,null,null
26086,1111,830,1,01:13.9
26087,1111,4,2,01:13.8
26088,1111,842,3,01:14.4
26089,1111,815,4,01:14.2
26090,1111,832,5,01:14.9
26091,1111,1,6,01:13.9
26092,1111,846,7,01:14.4
26093,1111,848,8,01:14.5
26094,1111,857,9,01:14.3
26095,1111,839,10,01:14.6
26096,1111,840,11,01:15.2
26097,1111,807,12,01:14.5
26098,1111,859,13,01:14.8
26099,1111,822,14,01:14.7
26100,1111,852,15,01:16.3
26101,1111,825,16,01:15.5
26102,1111,847,17,01:15.1
26103,1111,855,null,01:15.4
26104,1111,844,null,01:17.3
26105,1111,858,null,01:17.4
26066,1110,830,1,01:48.9
26067,1110,815,2,01:50.3
26068,1110,844,3,01:50.4
26069,1110,1,4,01:47.3
26070,1110,4,5,01:50.9
26071,1110,847,6,01:50.6
26072,1110,846,7,01:51.7
26073,1110,839,8,01:50.4
26074,1110,840,9,01:51.3
26075,1110,852,10,01:51.4
26076,1110,842,11,01:50.9
26077,1110,822,12,01:50.5
26078,1110,855,13,01:50.2
26079,1110,848,14,01:49.8
26080,1110,825,15,01:51.0
26081,1110,817,16,01:51.0
26082,1110,858,17,01:50.5
26083,1110,807,18,01:49.9
26084,1110,832,null,01:53.1
26085,1110,857,null,null
26046,1109,830,1,01:20.5
26047,1109,846,2,01:22.2
26048,1109,815,3,01:22.3
26049,1109,1,4,01:21.6
26050,1109,857,5,01:22.7
26051,1109,847,6,01:22.2
26052,1109,844,7,01:22.5
26053,1109,832,8,01:22.6
26054,1109,4,9,01:22.7
26055,1109,840,10,01:23.4
26056,1109,848,11,01:24.1
26057,1109,822,12,01:23.7
26058,1109,817,13,01:23.9
26059,1109,807,14,01:23.6
26060,1109,852,15,01:23.3
26061,1109,855,16,01:23.7
26062,1109,825,17,01:23.9
26063,1109,858,null,01:23.5
26064,1109,839,null,null
26065,1109,842,null,null
26026,1108,830,1,01:30.3
26027,1108,846,2,01:30.5
26028,1108,1,3,01:30.5
26029,1108,857,4,01:30.9
26030,1108,847,5,01:31.1
26031,1108,815,6,01:30.9
26032,1108,4,7,01:31.3
26033,1108,848,8,01:31.3
26034,1108,844,9,01:31.3
26035,1108,832,10,01:31.4
26036,1108,858,11,01:31.7
26037,1108,822,12,01:31.9
26038,1108,807,13,01:31.8
26039,1108,840,14,01:31.5
26040,1108,855,15,01:31.8
26041,1108,852,16,01:32.1
26042,1108,856,17,01:32.4
26043,1108,842,18,01:31.5
26044,1108,825,null,01:33.4
26045,1108,839,null,01:33.9
26006,1107,830,1,01:07.0
26007,1107,844,2,01:08.8
26008,1107,815,3,01:08.1
26009,1107,846,4,01:08.7
26010,1107,4,5,01:09.1
26011,1107,832,6,01:08.9
26012,1107,847,7,01:09.3
26013,1107,1,8,01:09.2
26014,1107,840,9,01:08.5
26015,1107,842,10,01:09.0
26016,1107,848,11,01:09.6
26017,1107,855,12,01:09.8
26018,1107,858,13,01:09.6
26019,1107,839,14,01:09.8
26020,1107,822,15,01:09.9
26021,1107,857,16,01:09.9
26022,1107,856,17,01:09.9
26023,1107,825,18,01:10.2
26024,1107,852,19,01:09.6
26025,1107,807,null,01:11.1
25986,1106,830,1,01:15.6
25987,1106,4,2,01:15.8
25988,1106,1,3,01:15.4
25989,1106,844,4,01:15.9
25990,1106,832,5,01:15.9
25991,1106,815,6,01:14.5
25992,1106,848,7,01:16.9
25993,1106,839,8,01:16.8
25994,1106,840,9,01:16.6
25995,1106,822,10,01:16.6
25996,1106,857,11,01:16.6
25997,1106,842,12,01:16.4
25998,1106,846,13,01:16.4
25999,1106,852,14,01:16.7
26000,1106,807,15,01:17.2
26001,1106,855,16,01:17.1
26002,1106,825,17,01:16.1
26003,1106,856,18,01:16.7
26004,1106,847,null,01:17.1
26005,1106,858,null,01:18.4
25966,1105,830,1,01:16.3
25967,1105,1,2,01:16.7
25968,1105,847,3,01:17.9
25969,1105,815,4,01:16.7
25970,1105,832,5,01:18.4
25971,1105,840,6,01:18.7
25972,1105,4,7,01:18.1
25973,1105,839,8,01:18.9
25974,1105,855,9,01:18.8
25975,1105,842,10,01:18.4
25976,1105,844,11,01:18.4
25977,1105,852,12,01:18.9
25978,1105,857,13,01:18.7
25979,1105,856,14,01:18.6
25980,1105,807,15,01:18.8
25981,1105,848,16,01:19.1
25982,1105,846,17,01:17.2
25983,1105,825,18,01:18.1
25984,1105,822,19,01:18.2
25985,1105,858,20,01:19.2
25946,1104,830,1,01:16.6
25947,1104,4,2,01:16.7
25948,1104,839,3,01:16.5
25949,1104,1,4,01:15.7
25950,1104,847,5,01:16.8
25951,1104,844,6,01:15.8
25952,1104,842,7,01:15.8
25953,1104,832,8,01:16.4
25954,1104,846,9,01:17.8
25955,1104,857,10,01:17.5
25956,1104,822,11,01:17.8
25957,1104,856,12,01:17.6
25958,1104,855,13,01:16.9
25959,1104,848,14,01:16.7
25960,1104,852,15,01:17.7
25961,1104,815,16,01:16.3
25962,1104,807,17,01:17.0
25963,1104,858,18,01:17.3
25964,1104,825,null,01:18.4
25965,1104,840,null,01:17.8
25926,1102,830,1,01:29.7
25927,1102,815,2,01:30.6
25928,1102,4,3,01:30.5
25929,1102,847,4,01:31.0
25930,1102,832,5,01:31.4
25931,1102,1,6,01:30.7
25932,1102,844,7,01:31.4
25933,1102,842,8,01:32.0
25934,1102,839,9,01:31.1
25935,1102,825,10,01:31.7
25936,1102,852,11,01:31.0
25937,1102,840,12,01:30.9
25938,1102,822,13,01:31.8
25939,1102,848,14,01:31.9
25940,1102,807,15,01:30.9
25941,1102,855,16,01:31.7
25942,1102,846,17,01:32.4
25943,1102,856,18,01:31.6
25944,1102,857,19,01:32.0
25945,1102,858,20,01:32.4
25906,1101,815,1,01:44.6
25907,1101,830,2,01:44.2
25908,1101,844,3,01:44.6
25909,1101,4,4,01:44.2
25910,1101,832,5,01:45.2
25911,1101,1,6,01:45.3
25912,1101,840,7,01:45.6
25913,1101,847,8,01:43.4
25914,1101,846,9,01:45.7
25915,1101,852,10,01:45.7
25916,1101,857,11,01:45.6
25917,1101,848,12,01:45.9
25918,1101,825,13,01:45.9
25919,1101,842,14,01:45.5
25920,1101,839,15,01:45.9
25921,1101,858,16,01:46.5
25922,1101,807,17,01:46.7
25923,1101,822,18,01:46.3
25924,1101,855,null,01:47.6
25925,1101,856,null,01:48.8
25886,1100,830,1,01:20.3
25887,1100,1,2,01:20.6
25888,1100,4,3,01:20.5
25889,1100,840,4,01:20.9
25890,1100,815,5,01:20.2
25891,1100,846,6,01:21.2
25892,1100,807,7,01:21.1
25893,1100,857,8,01:21.3
25894,1100,855,9,01:21.8
25895,1100,852,10,01:21.8
25896,1100,822,11,01:22.2
25897,1100,832,12,01:20.5
25898,1100,842,13,01:21.0
25899,1100,839,14,01:21.2
25900,1100,856,15,01:21.2
25901,1100,858,16,01:21.5
25902,1100,825,17,01:21.7
25903,1100,847,null,01:22.7
25904,1100,848,null,01:23.3
25905,1100,844,null,null
25866,1099,815,1,01:32.2
25867,1099,830,2,01:31.9
25868,1099,4,3,01:32.2
25869,1099,847,4,01:32.4
25870,1099,1,5,01:32.9
25871,1099,832,6,01:32.8
25872,1099,844,7,01:33.1
25873,1099,839,8,01:33.2
25874,1099,842,9,01:33.4
25875,1099,825,10,01:33.4
25876,1099,852,11,01:33.9
25877,1099,807,12,01:33.8
25878,1099,855,13,01:33.9
25879,1099,856,14,01:33.6
25880,1099,857,15,01:34.3
25881,1099,858,16,01:34.5
25882,1099,846,17,01:34.1
25883,1099,822,18,01:34.4
25884,1099,848,null,01:35.6
25885,1099,840,null,01:35.1
25846,1098,830,1,01:36.2
25847,1098,815,2,01:36.3
25848,1098,4,3,01:36.2
25849,1098,832,4,01:37.1
25850,1098,1,5,01:36.5
25851,1098,840,6,01:36.5
25852,1098,847,7,01:37.2
25853,1098,822,8,01:37.4
25854,1098,842,9,01:35.1
25855,1098,848,10,01:37.1
25856,1098,852,11,01:36.6
25857,1098,858,12,01:36.0
25858,1098,825,13,01:36.5
25859,1098,856,14,01:37.7
25860,1098,807,15,01:36.6
25861,1098,855,16,01:34.0
25862,1098,846,17,01:35.8
25863,1098,839,null,01:36.8
25864,1098,844,null,01:37.2
25865,1098,857,null,01:40.7
25826,1096,830,1,01:29.4
25827,1096,844,2,01:29.7
